,名称,大类,中类,小类,省,市,区,经度,纬度
871,中信银行(挂绿湖支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.816185,23.260276
872,广发银行(府前路支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.825015,23.278576
873,平安银行(广州增城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.820911,23.275529
874,中信银行(增城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.820226,23.278959
875,中国工商银行(增城支行营业室),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.831792,23.284864
876,中国工商银行(夏街支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.823033,23.278532
877,广发银行(豪园支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.8259,23.220949
878,中国银行(广州增城荔乡路支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.824806,23.287136
879,中国银行(广州增城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.832734,23.289396
880,中国建设银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.80729,23.288442
881,中国建设银行(碧桂园支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.804202,23.287797
882,华夏银行(增城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.82002,23.278247
883,中国工商银行(广州荔城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.804496,23.291745
884,中国工商银行(挂绿路支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.83373,23.288641
885,广州农商银行(万达分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.813644,23.276479
886,广东华兴银行(广州增城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.805044,23.288229
887,中国工商银行(荔乡支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.824704,23.289082
888,中国人民银行(增城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.832374,23.286847
889,中国建设银行(增城豪园支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.82437,23.217197
890,中国邮政储蓄银行(荔乡路营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.824796,23.289513
891,广州农商银行(增城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.818752,23.282554
892,广州银行(增城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.824434,23.286046
893,上海浦东发展银行(广州荔城小微支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.804892,23.28991
894,中国建设银行(增城荔城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.832073,23.289865
895,中国建设银行(增城荔乡支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.825579,23.291131
896,中国农业银行(荔城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.830928,23.287408
897,广东发展银行ATM(府前路支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.824939,23.278591
898,交通银行(广州增城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.80597,23.288192
899,中国邮政储蓄银行(中山路支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.835706,23.288138
900,招商银行(广州增城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.819853,23.277911
901,中国农业银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.786141,23.743747
902,广州农商银行(林场分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.785719,23.743961
903,广州农商银行ATM(林场分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.785489,23.743956
904,广州农商银行(派潭支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.785813,23.489832
905,中国邮政储蓄银行(增城区派潭支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.781321,23.487929
906,广州农商银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.818763,23.466043
907,广州农商银行银行卡助农取款服务点,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.825847,23.463852
908,中国建设银行ATM(锦绣香江温泉酒店),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.777568,23.564715
909,广州农商银行广州市农村金融服务站,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.76183,23.57861
910,中国农业发展银行(增城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.829634,23.298428
911,广发银行(沙园路支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.831516,23.294577
912,中国工商银行(增城锦绣支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.821949,23.303163
913,中国银行(广州增城开元路支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.828298,23.294444
914,中国邮政储蓄银行(菜园中营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.82682,23.301896
915,广州农商银行(城丰支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.827716,23.295784
916,中国邮政储蓄银行(小楼营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.791515,23.415468
917,广州农商银行(腊布支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.792761,23.417554
918,广州农商银行(小楼支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.834728,23.380445
919,广州农商银行(正果支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.894822,23.416546
920,中国邮政储蓄银行(增城正果营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.89467,23.415622
921,广州农商银行银行卡助农取款服务点,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.913126,23.397037
922,广州农商银行(塔山分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.85955,23.243559
923,广州农商银行ATM(华立学院),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.867583,23.240414
924,中国工商银行(增城增江支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.84451,23.278401
925,中国农业银行(增江支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.844528,23.278702
926,中国银行(东桥东路支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.84291,23.285967
927,中国银行广州增城增江大道支行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.843604,23.280805
928,中国建设银行(广州增城莱茵支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.843502,23.28148
929,中国邮政储蓄银行(东湖营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.84476,23.284907
930,广州农商银行(荔园支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.842347,23.279131
931,中信银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.842573,23.284619
932,中国建设银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.843763,23.351501
933,中国建设银行裕农通,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.843593,23.350278
934,广州农商银行(三江支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.854865,23.187352
935,中国建设银行(三江分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.857062,23.185682
936,中国邮政储蓄银行(三江营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.85274,23.185048
937,广州农商银行三江支行广州市农村金融服务站,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.854837,23.187356
938,上海银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.954777,23.429263
939,广州银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,增城区,113.971168,23.414102
940,广州农商银行(吕田支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,从化区,113.952569,23.811661
