,鲜一鲜农庄,餐饮服务,中餐厅,中餐厅.1,广东省,广州市,花都区,113.238339,23.412032
2057,莲中三元酒家,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,114.007199,23.885745
2058,潘美农家乐,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,从化区,114.005757,23.891649
2059,天乐饭馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,114.006847,23.886483
2060,巧哥农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,114.00395,23.891253
2061,莲芯楼餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,114.007292,23.885148
2062,三哥民宿美食,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,从化区,114.005283,23.890463
2063,娥姐私房菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,114.005487,23.891321
2064,从化区吕田镇莲麻小镇莲乡别苑,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,114.000866,23.888916
2065,故家浓农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,114.015531,23.818175
2066,北光农品加工店,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,从化区,114.007029,23.807972
2067,辉记农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,114.008214,23.80904
2068,禧缮私房美食店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.551494,23.569356
2069,岭南四季庄园-御鸽坊,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,从化区,113.567275,23.564394
2070,翠香饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.560058,23.561266
2071,田景食庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.543776,23.570028
2072,腾辉早餐店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.546394,23.565254
2073,农校将军楼,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.566916,23.563353
2074,可能好食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.547823,23.571209
2075,蟹逅花谷海鲜自助火锅(城郊总店),餐饮服务,中餐厅,火锅店,广东省,广州市,从化区,113.547039,23.56475
2076,翠竹园农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.544197,23.569656
2077,营康美食店,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.551515,23.566412
2078,好聚德美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.551426,23.566196
2079,新潮美食店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.551209,23.566199
2080,光头佬香味煲仔饭,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.563433,23.559589
2081,鱼鸽轩(三将军总店),餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.545295,23.563648
2082,安藤薄蕈茀肉粉,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.567806,23.568207
2083,财杏早餐店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.55561,23.563694
2084,富轩早餐店,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.558002,23.562548
2085,记深饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.547012,23.564709
2086,新记火锅,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.557979,23.562543
2087,映月园,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,从化区,113.572974,23.566794
2088,正宗湛江生蚝,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.571292,23.556159
2089,彩虹农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.53948,23.574086
2090,禾塘岭船头美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.545098,23.576469
2091,醉湘缘土菜馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.544058,23.563048
2092,壹品煲仔饭(横江店),餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.573642,23.584877
2093,牛肚煲,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.547012,23.564709
2094,10元起海鲜自助火锅,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.546976,23.564749
2095,粉面世家,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.573736,23.584447
2096,粉面世家(三将军店),餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.544332,23.56205
2097,壹家寿司(从化店),餐饮服务,外国餐厅,日本料理,广东省,广州市,从化区,113.572009,23.555039
2098,德品美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.572917,23.557885
2099,仙悦餐馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.568667,23.557889
2100,深苑农家庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.565861,23.596203
2101,旺城泉记,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.572064,23.555139
2102,德馨美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.563199,23.559701
2103,素心社养生私房菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.575856,23.557837
2104,新天地烧烤店,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.545026,23.576327
2105,聚福美食,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,从化区,113.571125,23.555068
2106,顺璟美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.570736,23.555272
2107,裕福酒家,餐饮服务,中餐厅,综合酒楼,广东省,广州市,从化区,113.568974,23.555741
2108,西和莲花餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.572746,23.624332
2109,从化人家,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.572842,23.620636
2110,凯和园烧烤钓鱼农庄,餐饮服务,中餐厅,火锅店,广东省,广州市,从化区,113.534558,23.62879
2111,荷塘美食,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,从化区,113.585952,23.622557
2112,甜心树鱼庄,餐饮服务,中餐厅,海鲜酒楼,广东省,广州市,从化区,113.568033,23.613521
2113,均仔私房菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.582645,23.629744
2114,西和农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.584628,23.620978
2115,北纬23度8'森林营地·滨湖餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.586185,23.619998
2116,多肉巴巴在線莊園,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.583984,23.614727
2117,兴园美食店,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.552683,23.615683
2118,家尝菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.588421,23.625892
2119,七星烧鸭,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.552424,23.614776
2120,和兴烧腊,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.552003,23.615489
2121,云美食店,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.568427,23.613879
2122,鹏少烧腊,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.589251,23.622798
2123,竹鸣居私厨,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.594984,23.542077
2124,沙县小吃,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.573965,23.583852
2125,炖品煌长明美食店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.584413,23.543984
2126,纯味雷米猪杂粥,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.577208,23.555412
2127,东记美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.585414,23.553248
2128,宝贝靓汤,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.586293,23.538292
2129,香农菜馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.534188,23.596656
2130,菌王庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.58731,23.578743
2131,三品三饮品小食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.544291,23.563311
2132,爱上鱼酸菜鱼,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.578535,23.55506
2133,风云岭美食村,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.573537,23.545719
2134,麦香基(西宁店),餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.587634,23.550692
2135,百鲜鱼坊,餐饮服务,中餐厅,海鲜酒楼,广东省,广州市,从化区,113.573795,23.543735
2136,正宗桂林老伍米粉(从化店),餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,从化区,113.586249,23.540272
2137,潮州猪脚饭,餐饮服务,中餐厅,潮州菜,广东省,广州市,从化区,113.583174,23.552597
2138,炖品皇,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.589619,23.548745
2139,馨竹美食,餐饮服务,中餐厅,海鲜酒楼,广东省,广州市,从化区,113.582837,23.558994
2140,爆扣大排檔·烤鱼·牛蛙,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.582769,23.557819
2141,枫业农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.55014,23.3892
2142,友家饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.544857,23.412632
2143,广裕农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.54201,23.430976
2144,早餐蒸饭,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.546065,23.413167
2145,东少饮食店,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.542319,23.431433
2146,钱岗鹅庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.540628,23.429195
2147,古村美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.551743,23.433663
2148,牧场鲜奶臭豆腐,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.541797,23.430825
2149,恒记卤水店,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.544133,23.432207
2150,乐佸小厨房,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.575324,23.437225
2151,尧尧早餐店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.527181,23.417454
2152,新安服务区岭南美食馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.578425,23.37667
2153,正宗粤菜,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,从化区,113.518684,23.42351
2154,新安服务区山水豆腐花,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.578287,23.376729
2155,红石大排档,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.579362,23.43714
2156,温馨家园,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.582611,23.435518
2157,伟哥饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.596869,23.393343
2158,成记农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.527176,23.417437
2159,星维美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,增城区,113.59005,23.396587
2160,客家农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.585861,23.436406
2161,新鲜猪杂粥,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.519014,23.42242
2162,三和农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.531086,23.568584
2163,重庆醉6烤鱼,餐饮服务,中餐厅,综合酒楼,广东省,广州市,从化区,113.583536,23.545707
2164,润兴美食店,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.54462,23.5617
2165,三宝广式煲仔饭,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.581501,23.552538
2166,竹泉农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.591349,23.570519
2167,风味牛杂,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.59079,23.549398
2168,顾家有道餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.572552,23.557988
2169,三鲜美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.587244,23.551675
2170,五谷鱼粉(从中店),餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.574839,23.547967
2171,老四川九寨城石锅鱼,餐饮服务,中餐厅,四川菜(川菜),广东省,广州市,从化区,113.584363,23.549599
2172,客来香美食(河滨南路),餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.591771,23.543266
2173,合德记顺德双皮奶(从化店),餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.588509,23.541809
2174,袁老四重庆老火锅,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.592357,23.551535
2175,天天小食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.58392,23.547614
2176,家厨经典家常菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.551697,23.49705
2177,文茵早餐店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.556865,23.499572
2178,志钳私房菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.555595,23.499542
2179,健达美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.557836,23.501425
2180,回味鸡大厨(神岗店),餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.550774,23.496628
2181,兴骏美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.556574,23.501461
2182,谦记石磨拉肠,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.548128,23.494521
2183,镇山美食店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.554193,23.500036
2184,映月轩中餐厅,餐饮服务,中餐厅,综合酒楼,广东省,广州市,从化区,113.567263,23.505635
2185,年哥饮食店,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.546589,23.49364
2186,殷辉饮食店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.547416,23.494245
2187,动漫麻辣烫,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.546415,23.493436
2188,肥银早餐店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.544239,23.491849
2189,黄焖鸡米饭(动漫店),餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.54529,23.49388
2190,三品三(神岗店),餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.532071,23.488201
2191,竹园农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.541918,23.507221
2192,广场美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.544195,23.491814
2193,锦峰农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.584749,23.499246
2194,广州市从化太平美味窑鸡美食店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.562236,23.47435
2195,荔溪园(荔园),餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,从化区,113.557993,23.510015
2196,文亨餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.55554,23.513107
2197,逸泉大酒店中餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.567675,23.505582
2198,芬九美食店,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.547194,23.502324
2199,沙县小吃,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.565973,23.503393
2200,原白田岗星记饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.574062,23.511863
2201,NIU JU,餐饮服务,外国餐厅,西餐厅(综合风味),广东省,广州市,从化区,113.531638,23.487802
2202,御鸽坊,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.589234,23.532695
2203,英姐饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.582175,23.517136
2204,德福农庄,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,从化区,113.587824,23.521704
2205,星豆小厨,餐饮服务,中餐厅,火锅店,广东省,广州市,从化区,113.578254,23.512147
2206,德州汉堡(神岗店),餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.530949,23.487122
2207,杨国福麻辣烫,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.577267,23.512967
2208,沙贝农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.568823,23.521719
2209,得道正果云吞,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.53362,23.489224
2210,楚湘情,餐饮服务,中餐厅,湖南菜(湘菜),广东省,广州市,从化区,113.588893,23.532281
2211,潮味汤粉王(珠江学院店),餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.576902,23.513081
2212,云豪餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,黄埔区,113.559447,23.267023
2213,宾好农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,黄埔区,113.574813,23.257877
2214,埔之岭美食农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,黄埔区,113.575503,23.254442
2215,均和大排档,餐饮服务,中餐厅,中餐厅,广东省,广州市,黄埔区,113.556827,23.266447
