,百世快递(沙井分部),生活服务,物流速递,物流速递.1,广东省,深圳市,宝安区,113.782577,22.722213
1038,壹米滴答-孟源物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.091028,22.637851
1039,佳成国际物流(深圳坂田分公司),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.089626,22.643304
1040,深圳市安途国际物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.089685,22.643947
1041,程德馨官酱园(深圳)股份有限公司坂田配送站,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.090923,22.639996
1042,深圳市中贸国际货运代理有限公司龙岗分公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.090959,22.639903
1043,捷锐达国际物流(坂田分公司),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.088301,22.642002
1044,深圳市天成远达物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.089246,22.643916
1045,中通快运坂田一部,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.087215,22.641523
1046,壹米滴答·国源物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.091019,22.637742
1047,顺丰速运华为分部,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.092277,22.646495
1048,safeline,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.089064,22.645356
1049,百世快递深圳坂田三部,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.086816,22.641485
1050,深圳市中邮运国际物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.089698,22.644744
1051,螺纹钢型材配送,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.08701,22.639435
1052,深圳市海韵通国际物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.09239,22.645176
1053,顺丰速运,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.092314,22.646608
1054,深圳市好马快车物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.089886,22.638071
1055,丰巢快递柜,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.09862,22.609385
1056,圆通快递(细靓一路),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.102957,22.606114
1057,菜鸟驿站(深圳龙岗嘉升苑店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.101798,22.606107
1058,菜鸟驿站(青青家园),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.101529,22.611889
1059,小北定制,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.105775,22.605571
1060,中通快递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.101254,22.612167
1061,丰巢快递柜,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.102631,22.61131
1062,韵达快递(德福分部),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.105913,22.596678
1063,泥岗中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,罗湖区,114.098612,22.567648
1064,丰巢快递柜,生活服务,物流速递,物流速递,广东省,深圳市,福田区,114.09008,22.563238
1065,韵达快递代,生活服务,物流速递,物流速递,广东省,深圳市,福田区,114.094006,22.561531
1066,百世快递,生活服务,物流速递,物流速递,广东省,深圳市,福田区,114.094393,22.560966
1067,中国联通(百花路营业厅),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,福田区,114.094473,22.552654
1068,中国邮政(罗湖分局),生活服务,邮局,邮政速递,广东省,深圳市,罗湖区,114.103553,22.569228
1069,顺丰(关内服务站),生活服务,物流速递,物流速递,广东省,深圳市,福田区,114.096265,22.560973
1070,速尔快递(八卦岭分公司),生活服务,物流速递,物流速递,广东省,深圳市,福田区,114.096488,22.560669
1071,中国邮政(八卦岭邮政支局),生活服务,邮局,邮局,广东省,深圳市,福田区,114.099486,22.556563
1072,申通快递(深圳华强北营业部),生活服务,物流速递,物流速递,广东省,深圳市,福田区,114.091968,22.545417
1073,中国电信(园岭营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,福田区,114.10053,22.552629
1074,申通快递,生活服务,物流速递,物流速递,广东省,深圳市,福田区,114.080602,22.532143
1075,顺丰速运(御景华城办公楼西南),生活服务,物流速递,物流速递,广东省,深圳市,福田区,114.085592,22.531583
1076,中国邮政(福田代办所),生活服务,邮局,邮局,广东省,深圳市,福田区,114.08136,22.531818
1077,深圳飞翔物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,福田区,114.077649,22.528132
1078,中国电信(福田南服务厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,福田区,114.082314,22.530158
1079,中国电信(装修中),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,福田区,114.081728,22.537662
1080,顺丰速运(嘿客店),生活服务,物流速递,物流速递,广东省,深圳市,福田区,114.091391,22.539561
1081,中国移动(福田南营业厅),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,福田区,114.077956,22.533376
1082,顺丰速运,生活服务,物流速递,物流速递,广东省,深圳市,福田区,114.085337,22.530502
1083,中通速递(华强南部),生活服务,物流速递,物流速递,广东省,深圳市,福田区,114.085346,22.53064
1084,中国电信巴登村,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,福田区,114.100484,22.538204
1085,申通快递(赤尾店),生活服务,物流速递,物流速递,广东省,深圳市,福田区,114.085323,22.530638
1086,路达物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133216,22.681611
1087,万荣物流(富安大道),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133334,22.681631
1088,极兔速递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.130683,22.680755
1089,中国移动(华南城服务厅),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.126399,22.677262
1090,金泉物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133064,22.681221
1091,金华航物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133398,22.681583
1092,中国电信(华南城营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.126315,22.677262
1093,杰之通物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133207,22.681618
1094,平湖5G智慧生活馆,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.135313,22.682331
1095,狮鑫物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133532,22.681184
1096,狮鑫物流深圳平湖办,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133865,22.680956
1097,一正达·林秋速运,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133677,22.681013
1098,深圳德坤物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133843,22.680511
1099,广明物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133703,22.681087
1100,华润万家标超南区(华南西苑),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.123707,22.681836
1101,孟元物流(平湖营业部),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133834,22.680153
1102,深圳飞祥发物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133594,22.681547
1103,闽晟兴物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.134482,22.680697
1104,柏山物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133932,22.681361
1105,赣峰物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133902,22.680214
1106,驰骋天下货运部,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.13391,22.680906
1107,欣荣物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.134062,22.681408
1108,深圳市中进国际货运代理有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.132779,22.681563
1109,宇鑫物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133721,22.680404
1110,深圳市豫龙物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.13358,22.68082
1111,乾龙物流信息交易中心,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.134335,22.680282
1112,景光物流(平安大道),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.134487,22.68064
1113,中国联通华南城营业厅,生活服务,电讯营业厅,中国联通营业厅,广东省,深圳市,龙岗区,114.13055,22.677544
1114,嘉里大通物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.134627,22.679893
1115,中国移动5G+智慧生活馆,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.135475,22.682364
1116,盛辉物流平湖华南城分公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.13411,22.681222
1117,顺丰速运,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133472,22.684782
1118,德邦快递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.132068,22.677798
1119,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,龙岗区,114.136327,22.682421
1120,乾龙物流园,生活服务,物流速递,物流仓储场地,广东省,深圳市,龙岗区,114.13461,22.680572
1121,飞腾国际联运,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.134968,22.679376
1122,深圳中外运平湖物流中心,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.146357,22.64115
1123,中国电信(下李朗营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.13399,22.638632
1124,菜鸟驿站,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.131774,22.638081
1125,申通快递下李朗代收点,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133865,22.640298
1126,深圳市鑫邦德物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133265,22.646414
1127,韵达快递,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.12864,22.644283
1128,中国电信(李朗营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙岗区,114.124916,22.648544
1129,菜鸟驿站(深圳南湾兆驰产业园宿舍楼B栋店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.1311,22.6443
1130,丰巢快递柜,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.127495,22.642263
1131,长城物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133766,22.637345
1132,菜鸟驿站(吓公岭店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.13413,22.637453
1133,中港通国际物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.132747,22.646581
1134,首信物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.13384,22.646802
1135,汉深物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.134312,22.646608
1136,深圳东洪物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133088,22.646685
1137,宝达顺物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133356,22.646788
1138,环球物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133826,22.647114
1139,菜鸟驿站(深圳龙岗南湾深朗南区5号店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.128535,22.644106
1140,烨骏中港物流公司,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133938,22.646596
1141,项氏物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.13341,22.64698
1142,和通物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.13428,22.64703
1143,广兴物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.135014,22.64665
1144,菜鸟驿站(深圳布吉深朗北区21号店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.128388,22.645006
1145,诚顺物流湖南往返专线,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.133365,22.647038
1146,快行线物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.13325,22.647125
1147,百兴物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.134324,22.646641
1148,嘀途递物流,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.134166,22.647137
1149,菜鸟驿站(京南华庭店),生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.13106,22.60225
1150,京东快递深圳木棉湾营业部,生活服务,物流速递,物流速递,广东省,深圳市,龙岗区,114.131815,22.601489
